,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
10,10,Wyoming,Johnson,8445,19,26,7.7,23,65,22,13,106.2,14,13,130,71,308,39,44,15,8.0,96,71,3.6,10,4.1,134.0,11.8,3.8,99,No,14,76,28,21.6,24.6,0.7,0.7,0.0,1.7,5.0,91.0,0,70,79,,28.0,28,10.0,57224,3.2,3.2,88.0,13,31,6,13,7,13,11,79.5,60,60,60,60,60
11,11,Wyoming,Laramie,99500,19,30,7.6,23,71,18,34,396.6,28,10,72,83,412,42,48,15,10.0,93,70,3.5,11,4.0,206.0,13.1,5.5,86,Yes,11,81,8,23.0,16.5,2.2,1.4,0.2,1.1,14.9,78.6,1,70,85,22.0,28.0,41,25.0,69613,3.1,3.2,80.0,10,35,10,12,10,13,11,78.4,60,60,60,60,60
12,12,Wyoming,Lincoln,19830,18,26,8.4,22,80,19,34,145.3,20,12,72,55,126,34,41,15,9.0,93,65,3.3,9,3.9,118.0,3.1,5.7,93,Yes,10,69,30,26.4,18.0,0.5,0.6,0.1,1.1,4.6,92.3,1,82,83,16.0,23.0,28,6.0,71269,3.4,3.3,89.0,12,32,3,11,9,13,11,80.5,60,60,60,60,60
13,13,Wyoming,Natrona,79858,22,31,7.2,24,86,21,38,504.1,33,13,76,80,426,33,46,16,10.0,92,64,3.9,13,4.1,194.0,14.3,4.7,103,Yes,11,85,9,23.9,15.9,1.2,0.9,0.1,1.5,8.7,86.3,1,68,83,23.0,31.0,40,27.0,66104,3.2,3.1,78.0,13,34,12,13,9,13,12,77.6,60,60,60,60,60
14,14,Wyoming,Niobrara,2356,23,28,7.3,28,72,18,14,,32,17,126,0,42,25,12,19,,87,51,2.7,19,5.0,,0.0,3.2,140,Yes,17,72,19,17.5,23.3,0.8,0.5,0.0,1.1,4.0,91.4,1,77,72,,,39,,48513,2.8,2.8,58.0,17,36,8,14,8,16,14,80.2,60,60,60,60,60
15,15,Wyoming,Park,29194,17,27,8.1,24,61,20,22,304.4,15,13,123,79,356,41,48,14,8.0,96,73,4.0,14,3.8,193.0,16.4,3.7,99,No,8,75,16,20.4,24.4,0.7,0.8,0.1,0.9,5.5,91.0,0,73,86,25.0,30.0,33,14.0,59494,3.5,3.6,92.0,13,32,5,12,9,12,11,80.9,60,60,60,60,60
16,16,Wyoming,Platte,8393,20,29,7.6,22,78,21,34,151.8,19,12,35,24,262,34,38,15,8.0,91,53,3.4,15,4.3,184.0,19.8,4.2,107,No,8,78,21,20.3,25.9,0.5,0.8,0.1,1.1,8.4,87.8,1,75,71,33.0,37.0,37,3.0,57425,3.8,3.7,89.0,12,33,7,13,15,13,12,78.3,60,60,60,60,60
17,17,Wyoming,Sheridan,30485,18,29,7.6,23,89,21,50,374.0,20,11,60,105,489,43,43,13,6.0,95,69,3.5,10,4.0,151.0,16.2,6.9,108,No,13,79,12,21.1,21.7,0.8,0.9,0.1,1.3,4.4,91.4,0,69,83,17.0,26.0,32,22.0,64030,3.8,3.6,88.0,11,33,11,11,9,12,10,79.4,60,60,60,60,60
18,18,Wyoming,Sublette,9831,18,29,8.3,20,48,21,33,204.1,15,12,51,31,92,28,43,14,7.0,96,60,4.4,8,3.9,66.0,5.1,4.6,88,No,4,70,20,22.1,20.5,0.8,0.8,0.0,1.2,7.1,89.1,0,82,86,31.0,33.0,18,,78055,3.7,3.6,96.0,12,33,4,11,10,12,10,83.1,60,60,60,60,60
19,19,Wyoming,Sweetwater,42343,19,30,7.5,24,90,19,21,307.8,29,11,39,59,250,36,42,16,10.0,93,63,3.9,10,4.1,300.0,10.0,5.0,92,Yes,11,76,17,25.9,13.0,1.2,1.1,0.2,1.5,16.0,79.3,1,76,84,23.0,29.0,35,26.0,80639,3.4,3.3,80.0,11,35,11,12,8,13,12,77.5,60,60,60,60,60
20,20,Wyoming,Teton,23464,13,11,8.3,11,100,24,27,382.5,9,13,108,94,494,44,53,11,8.0,95,79,2.7,6,4.0,,17.3,4.5,69,Yes,16,69,16,17.9,15.8,0.6,1.7,0.1,0.9,15.1,81.0,4,60,87,9.0,16.0,20,30.0,98837,3.6,3.5,88.0,13,27,7,10,2,10,9,87.5,60,60,60,60,60
21,21,Wyoming,Uinta,20226,21,35,7.3,25,84,18,17,204.9,28,12,49,89,356,32,35,17,10.0,93,55,3.9,10,4.2,71.0,3.0,6.2,94,No,11,76,20,28.4,15.0,0.6,0.5,0.2,1.4,9.3,87.3,1,77,90,21.0,26.0,35,10.0,70756,3.3,3.1,85.0,12,36,10,14,10,14,13,78.2,60,60,60,60,60
22,22,Wyoming,Washakie,7805,19,29,8.0,29,83,19,0,334.8,23,15,51,64,397,30,41,17,8.0,90,60,3.9,14,3.5,78.0,15.2,4.1,92,No,10,78,7,22.9,22.2,0.5,0.8,0.1,1.8,14.2,82.2,0,76,78,,,42,6.0,55122,3.8,3.7,86.0,15,32,4,13,11,13,12,79.8,60,60,60,60,60
23,23,Wyoming,Weston,6927,21,37,7.7,26,63,20,40,173.2,22,13,43,72,188,31,23,17,6.0,94,60,2.9,14,5.2,157.0,11.5,3.0,62,Yes,14,73,22,20.4,21.3,0.6,1.7,0.0,1.9,4.1,90.0,0,83,77,,,28,15.0,59410,3.4,3.4,,13,34,4,14,11,14,12,82.0,60,60,60,60,60
